otus	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm
16066	0	0	0	0	0	0	0	0	0	0
291859	0	0	0	0	0	0	0	0	0	0
290894	0	0	0	0	0	0	0	0	0	0
254943	0	0	0	0	0	0	0	0	0	0
269833	1	13	1	34	4	4	0	6	3	3
103352	0	0	0	0	0	0	0	0	0	0
268653	0	0	0	0	0	0	0	0	0	0
470117	1	0	0	7	1	2	0	33	2	0
583700	2	0	0	0	0	0	0	0	0	0
59386	0	0	0	0	0	0	0	0	0	0
556428	0	0	0	0	0	0	0	0	0	0
239864	1	0	0	0	0	0	0	0	0	0
242528	0	0	0	0	0	0	0	0	0	0
249745	1	1	1	0	0	0	0	0	0	0
60380	0	0	0	0	0	0	0	0	0	0
580042	0	0	0	0	0	0	0	0	0	1
274005	0	0	0	0	0	0	0	0	0	0
103155	0	0	0	0	0	0	0	0	0	1
256522	2	0	0	0	0	0	0	0	0	0
91686	0	1	0	0	0	0	0	0	0	1
106622	13	16	15	0	0	0	0	0	0	0
409809	9	5	2	0	0	1	0	0	1	0
144299	0	4	4	0	0	0	0	0	0	1
203725	1	0	0	0	0	0	0	0	0	0
278527	1	5	2	0	0	0	0	0	0	0
575425	0	2	3	0	0	0	0	2	2	2
561548	12	2	3	0	0	0	0	0	1	0
540317	0	0	0	0	0	0	0	0	0	0
32275	0	1	0	0	0	0	0	0	0	0
532740	63	24	51	0	0	1	0	1	4	1
239866	0	1	0	0	0	0	0	0	0	0
14648	0	0	0	0	0	0	0	0	0	0
581181	5	15	4	0	0	0	0	0	0	0
69411	51	2	1	4	0	0	0	0	0	0
14628	31	71	89	1	0	1	0	0	1	2
89853	19	3	4	0	0	0	1	0	0	2
81504	1	0	0	0	0	0	0	0	0	0
24211	59	43	34	1	0	0	0	0	0	0
110985	2	1	1	0	0	0	0	0	0	1
270179	3	1	1	1	0	0	0	0	0	0
568117	0	0	0	0	0	0	0	0	0	0
114233	0	0	0	1	0	0	0	0	0	0
112926	0	1	0	0	0	0	0	0	0	0
539360	4	13	0	19	0	0	0	0	1	0
240315	2	1	0	1	0	0	0	0	0	0
528019	1	0	0	0	0	0	0	0	0	0
277136	9	4	9	0	0	0	0	2	0	4
571004	0	0	0	0	0	0	0	1	2	2
590554	0	2	0	0	0	0	0	0	0	0
183736	4	14	3	0	0	0	0	0	0	0
14990	0	0	0	0	0	0	0	0	0	0
555419	0	0	0	1	0	0	0	1	0	0
290167	0	0	0	0	0	0	0	0	0	0
330402	1	0	0	0	0	0	0	0	0	0
292404	0	0	1	0	0	0	0	0	0	0
522930	0	0	0	0	0	0	0	0	0	0
154106	197	4	13	26	4	1	0	3	1	0
370030	5	10	7	0	0	0	0	0	0	0
15237	0	49	2	0	0	0	1	0	0	0
15238	0	6	16	0	0	0	0	0	0	0
399527	0	0	0	2	0	0	0	0	0	0
37420	1	0	1	1	0	0	0	0	0	0
382771	2	1	0	2	0	0	0	0	0	0
28186	246	7	8	1000	4	0	0	0	1	0
590982	0	0	0	1	0	0	0	0	0	0
53470	8	0	0	9	1	0	0	0	0	0
15298	1	0	0	3	0	0	0	0	0	0
561594	2	0	0	3	0	0	0	0	1	1
20595	2	0	0	0	0	0	0	0	0	0
137557	1	0	0	0	0	0	0	0	0	0
17976	0	0	0	1	0	0	0	0	0	0
132661	0	13	1	0	0	0	0	0	0	0
115230	0	0	0	1	0	0	0	0	0	0
143718	0	0	0	0	0	0	0	0	0	0
140940	123	22	14	137	5	2	0	3	1	1
276183	12	0	0	19	1	0	0	0	0	0
170136	0	0	0	0	0	0	0	0	0	0
15054	6322	142	10	8	1	0	0	1	1	0
470477	5216	146	661	9306	171	55	5	5	4	5
95500	16	0	0	0	0	0	0	0	0	0
469920	2533	118	18	9	0	0	0	0	0	0
175947	1	7	1	0	0	0	0	0	0	0
73154	0	3	0	0	0	0	0	0	0	0
358614	0	0	0	0	0	0	0	0	0	0
15571	64	1	6	9	0	0	0	0	0	0
98605	160536	6431	13125	20451	1875	425	18	67	54	43
154802	23	2	0	4	0	0	0	0	0	0
18951	133	23	3	6	1	0	0	0	0	0
511532	280	8	24	56	2	1	0	0	0	0
244707	1	0	0	0	0	0	0	0	0	0
35049	2	0	0	0	0	0	0	0	0	0
15462	1	0	0	0	0	0	0	1	0	0
534193	1764	97	2117	146	12	6	1	3	2	0
108747	8805	1075	2143	11871	977	685	7	88	35	45
35624	41	2	6	0	0	0	0	0	0	0
144643	87	2	8	54	2	3	1	1	1	1
191458	7	0	0	1	0	0	0	0	0	0
370433	16	75	4807	4	5	3	5	6	6	0
169991	6	0	1	1	0	1	0	0	0	0
15382	44	4	2	36	1	4	0	2	0	0
72003	30	4	1	45	2	2	0	0	0	0
139660	55	0	26	1	0	0	0	0	0	0
36800	1	0	1	1	0	0	0	0	0	0
44359	141	1	50	0	0	0	0	0	0	0
15357	179	4	16	39	2	1	0	1	0	0
305263	7	0	2	3	0	0	0	1	0	0
15431	9	0	0	0	0	0	0	0	0	0
55342	9	0	0	1	0	0	0	0	0	0
70091	3	0	4	0	0	0	0	0	0	0
86780	11	0	7	0	0	0	0	0	0	0
328458	5	0	0	3	0	1	0	1	0	0
455671	0	0	0	0	0	0	0	0	0	0
360402	0	0	3	0	0	0	0	0	0	0
15176	4	0	0	0	0	0	0	0	0	0
179415	0	0	1	0	0	0	0	0	0	0
79835	0	0	0	3	0	0	0	0	0	0
15141	0	0	0	1	0	0	0	0	0	0
484444	11	15	2	1	0	0	0	0	0	0
376024	16	14	26	0	0	0	0	0	0	0
270383	0	0	1	0	0	0	0	0	0	0
268592	0	9	29	0	0	0	0	0	0	0
15208	0	0	0	0	0	1	0	0	0	0
471308	0	2	0	0	0	0	0	0	0	0
301883	0	0	0	0	0	0	0	0	0	0
470663	0	1	0	0	0	0	0	0	0	0
327765	0	0	0	0	0	0	0	0	0	0
250395	0	17	0	0	0	0	2	0	0	0
470603	38	64	15	0	0	0	0	0	0	0
202045	1	0	0	0	0	0	0	0	0	0
15129	0	0	0	0	0	0	0	0	0	0
252321	523	111	644	3	1	1	0	0	0	0
139748	0	0	1	0	0	0	0	0	0	0
470599	0	154	5	0	0	0	0	0	0	0
541987	44	8	1	0	0	0	2	0	0	0
331583	19	12	4	0	0	0	0	0	0	0
152001	1	2	1	0	0	0	0	0	0	0
217996	2	2	0	0	0	0	0	0	0	0
218488	30	27	8	0	0	0	0	0	0	0
157775	0	0	1	0	0	0	0	0	0	0
338191	14	12	5	0	0	0	0	0	0	0
173469	3	1	0	0	0	0	0	0	0	0
154509	3	0	0	0	0	0	0	0	0	0
354779	1	0	0	0	0	0	0	0	0	0
586238	7	13	3	0	0	0	0	0	0	0
158047	21	73	57	0	0	0	0	0	0	0
120648	1	0	0	0	0	0	0	0	0	0
428705	90	63	25	1	0	0	0	0	2	0
181589	8	2	1	0	1	0	0	0	0	0
326116	173	216	127	0	0	0	0	0	0	0
165813	1	3	3	0	0	0	0	0	0	0
192272	309	270	84	1	0	0	0	1	0	0
28012	16	0	3	0	0	0	0	0	0	0
82008	0	0	5	0	0	0	0	0	0	0
150398	0	0	3	0	0	0	0	0	0	0
77692	0	0	0	0	0	0	0	0	0	0
99527	0	0	0	0	0	0	0	0	0	0
77934	0	0	0	0	0	0	0	0	0	0
150342	0	0	0	0	0	0	0	0	0	0
250537	0	0	0	0	0	0	0	0	1	0
583230	0	8	0	0	0	0	0	0	0	0
554326	0	0	0	0	0	0	0	0	0	0
553272	0	0	0	0	0	0	0	0	0	0
345394	0	0	0	0	0	0	0	0	1	0
91824	0	2	0	0	0	0	0	0	0	0
48149	0	0	1	0	0	0	0	0	0	0
418246	0	0	0	0	0	0	0	0	0	0
14363	6	0	0	0	0	0	0	0	1	1
173423	0	0	0	0	0	0	0	0	0	0
252209	12	0	6	0	0	0	0	0	2	2
94821	0	1	1	0	0	0	0	0	0	0
251174	0	0	0	0	0	0	0	0	0	0
99771	0	0	0	0	0	0	0	0	0	0
14416	0	0	0	0	0	0	0	0	0	0
516425	0	7	0	0	0	0	0	0	0	1
78004	0	0	0	0	0	0	0	0	0	0
88727	0	0	0	0	0	0	0	0	0	0
368045	0	0	0	0	0	0	0	0	0	0
362557	1	0	0	0	0	0	0	0	0	0
471352	7	0	0	0	0	0	0	0	0	0
145293	0	0	0	0	0	0	0	0	0	0
421872	3	0	0	0	0	0	0	0	0	0
536376	3	0	0	0	0	0	0	0	0	0
133383	5	4	0	0	0	0	0	0	0	0
19970	0	0	0	0	0	0	0	0	0	1
63190	0	0	0	0	0	0	0	0	0	0
337187	0	0	0	0	0	0	0	0	0	0
470993	1186	4	337	33	14	0	0	0	0	0
470691	2	0	0	3	1	0	2	20	6	2
239386	0	0	0	0	0	0	0	0	0	0
303487	0	0	0	0	0	0	0	0	0	1
13825	210	0	5	5	0	0	0	1	0	0
358364	132	31	101	8	1	0	0	1	0	0
470239	0	0	0	0	0	0	0	0	0	0
109771	0	0	0	0	0	0	0	0	0	0
13823	0	1	0	0	0	0	0	0	0	0
516119	1285	25	79	82	47	0	0	1	0	0
114821	13635	471	2822	29890	18746	314	14	62	46	28
471370	0	0	0	8	0	3	2	26	4	1
170284	0	0	0	0	0	0	0	1	0	4
258659	0	0	0	0	0	0	0	0	3	1
315671	0	0	0	0	0	0	0	0	0	1
74312	0	0	0	0	0	0	0	0	0	0
96132	8	0	0	0	0	0	0	0	0	0
240047	1	0	0	0	0	0	0	3	6	12
26036	0	0	0	0	0	0	0	0	0	1
250833	0	0	0	0	0	0	1	14	37	58
238813	0	0	0	0	0	0	0	0	0	1
521688	0	0	0	0	0	0	0	0	1	0
523249	0	0	1	0	0	0	0	0	0	0
484439	0	0	0	0	0	0	0	0	0	0
