otus	M31Fcsw	M11Fcsw	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	TS28	TS29
15141	0	0	0	0	0	0	0	0	0
484444	0	0	0	0	0	0	0	0	0
376024	0	0	0	0	0	0	0	0	0
270383	0	0	0	0	0	0	0	0	0
268592	0	0	0	0	0	0	0	0	0
15208	0	0	1	0	0	0	0	0	0
471308	0	0	0	0	0	0	0	0	0
301883	0	0	0	0	0	0	0	0	0
470663	0	0	0	0	0	0	0	0	0
327765	0	0	0	0	0	0	0	0	0
250395	0	0	0	2	0	0	0	0	0
470603	0	0	0	0	0	0	0	1	0
202045	0	0	0	0	0	0	0	0	0
15129	0	0	0	0	0	0	0	0	0
252321	27	2	1	0	0	0	0	39	2
139748	0	0	0	0	0	0	0	0	0
470599	0	1	0	0	0	0	0	0	0
541987	0	0	0	2	0	0	0	0	0
331583	0	0	0	0	0	0	0	0	0
152001	0	0	0	0	0	0	0	0	0
217996	0	0	0	0	0	0	0	0	0
218488	0	0	0	0	0	0	0	0	0
157775	0	0	0	0	0	0	0	0	0
338191	0	0	0	0	0	0	0	0	0
173469	0	0	0	0	0	0	0	0	0
154509	0	0	0	0	0	0	0	0	0
354779	0	0	0	0	0	0	0	0	0
586238	0	0	0	0	0	0	0	0	0
158047	0	0	0	0	0	0	0	0	0
120648	0	0	0	0	0	0	0	0	0
428705	0	0	0	0	0	2	0	0	0
181589	0	0	0	0	0	0	0	0	0
326116	0	0	0	0	0	0	0	0	0
165813	0	0	0	0	0	0	0	0	0
192272	0	1	0	0	1	0	0	0	0
28012	0	0	0	0	0	0	0	0	0
82008	0	0	0	0	0	0	0	0	0
150398	0	0	0	0	0	0	0	0	0
77692	0	0	0	0	0	0	0	0	0
99527	0	0	0	0	0	0	0	0	0
77934	0	0	0	0	0	0	0	0	0
150342	0	0	0	0	0	0	0	0	0
250537	0	0	0	0	0	1	0	0	0
583230	0	0	0	0	0	0	0	0	0
554326	0	0	0	0	0	0	0	0	0
553272	0	0	0	0	0	0	0	0	0
345394	0	0	0	0	0	1	0	0	0
91824	0	0	0	0	0	0	0	0	0
48149	0	0	0	0	0	0	0	0	0
418246	0	0	0	0	0	0	0	0	0
14363	0	0	0	0	0	1	1	0	0
173423	0	0	0	0	0	0	0	0	0
252209	0	0	0	0	0	2	2	0	0
94821	0	0	0	0	0	0	0	0	0
251174	0	0	0	0	0	0	0	0	0
99771	0	0	0	0	0	0	0	0	0
14416	0	0	0	0	0	0	0	0	0
516425	0	0	0	0	0	0	1	0	0
78004	0	0	0	0	0	0	0	0	0
88727	0	0	0	0	0	0	0	0	0
368045	0	0	0	0	0	0	0	0	0
362557	0	0	0	0	0	0	0	0	0
471352	0	0	0	0	0	0	0	0	0
145293	0	0	0	0	0	0	0	0	0
421872	0	0	0	0	0	0	0	0	0
536376	0	0	0	0	0	0	0	0	0
133383	0	0	0	0	0	0	0	0	0
19970	0	0	0	0	0	0	1	0	0
63190	0	0	0	0	0	0	0	0	0
337187	1	1	0	0	0	0	0	0	0
470993	0	0	0	0	0	0	0	0	0
470691	1	2	0	2	20	6	2	7	2
239386	0	0	0	0	0	0	0	0	0
303487	0	0	0	0	0	0	1	0	0
13825	75	0	0	0	1	0	0	0	0
358364	0	2916	0	0	1	0	0	595	10
470239	0	2	0	0	0	0	0	1	0
109771	1	0	0	0	0	0	0	0	0
13823	0	0	0	0	0	0	0	0	0
516119	9	0	0	0	1	0	0	0	1
114821	109	33	314	14	62	46	28	32	16
471370	2	2	3	2	26	4	1	10	1
170284	0	0	0	0	1	0	4	0	0
258659	0	0	0	0	0	3	1	0	0
315671	0	0	0	0	0	0	1	0	0
74312	0	0	0	0	0	0	0	0	0
96132	0	0	0	0	0	0	0	0	0
240047	0	0	0	0	3	6	12	0	0
26036	0	0	0	0	0	0	1	0	0
250833	0	0	0	1	14	37	58	0	0
238813	0	0	0	0	0	0	1	0	0
521688	0	0	0	0	0	1	0	0	0
523249	0	0	0	0	0	0	0	0	0
484439	7	0	0	0	0	0	0	0	0
